Source-Destination Pair,Total Data (bytes)
98.139.240.23:80 -> 172.16.133.132:52423,60
172.16.133.132:44400 -> 98.138.19.88:80,66
172.16.133.82:61274 -> 172.16.139.250:5440,265
172.16.133.33:57535 -> 23.67.242.59:80,60
157.56.245.198:443 -> 172.16.133.207:49660,60
172.16.133.37:60558 -> 172.16.139.250:5440,385
23.67.242.59:80 -> 172.16.133.33:57535,66
172.16.133.49:54972 -> 216.115.208.199:443,1502
172.16.133.73:60203 -> 23.67.242.8:80,120
172.16.133.132:52423 -> 98.139.240.23:80,60
172.16.133.207:55228 -> 209.46.23.85:80,8458
172.16.133.35:49522 -> 216.115.208.199:443,91
173.194.43.9:443 -> 172.16.133.93:60282,5381
173.194.75.106:80 -> 172.16.133.45:61297,132
172.16.133.45:61040 -> 172.16.139.250:5500,12714
209.46.23.85:80 -> 172.16.133.207:55228,2261
66.92.149.253:60113 -> 172.16.133.25:62291,1504
65.115.189.199:80 -> 172.16.133.25:63007,60
216.115.208.199:443 -> 172.16.133.49:54972,830
172.16.133.45:61042 -> 172.16.139.250:5462,420
172.16.133.78:59037 -> 172.16.139.250:5440,126
96.43.146.22:443 -> 172.16.133.121:56476,180
96.43.146.48:443 -> 172.16.133.121:56322,488
172.16.133.67:55931 -> 172.16.139.250:5440,385
216.115.208.199:443 -> 172.16.133.93:54031,573
172.16.133.56:61356 -> 172.16.139.250:5440,445
172.16.133.132:50500 -> 76.13.6.174:80,511
172.16.133.41:52745 -> 172.16.139.250:5440,126
172.16.133.114:55301 -> 96.43.146.176:443,407
172.16.133.82:51040 -> 172.16.139.250:5462,322
76.13.6.174:80 -> 172.16.133.132:50500,66
172.16.133.42:57019 -> 172.16.139.250:5440,325
172.16.133.75:50890 -> 172.16.139.250:5440,60
172.16.133.85:52199 -> 172.16.139.250:5440,60
172.16.133.43:57716 -> 172.16.139.250:5440,186
172.16.133.13:52991 -> 172.16.139.250:5440,60
172.16.133.20:62329 -> 172.16.139.250:5440,265
172.16.133.41:52746 -> 199.102.234.31:80,120
173.194.43.30:443 -> 172.16.133.63:53538,126
172.16.133.28:65308 -> 172.16.139.250:5440,325
172.16.133.78:58852 -> 69.120.250.50:11642,920
172.16.133.126:59489 -> 96.43.146.22:443,5474
98.138.19.88:80 -> 172.16.133.132:44405,676
172.16.133.132:52428 -> 98.139.240.23:80,60
172.16.133.132:44405 -> 98.138.19.88:80,66
172.16.128.169:3978 -> 172.16.133.254:161,117
172.16.128.169:3988 -> 172.16.133.254:161,117
67.217.66.54:443 -> 172.16.133.56:60851,2093
172.16.133.116:53180 -> 172.16.139.250:5440,265
172.16.133.84:58744 -> 172.16.139.250:5440,265
172.16.133.35:49924 -> 172.16.139.250:5440,391
172.16.133.49:55720 -> 172.16.139.250:5440,325
172.16.133.116:53182 -> 172.16.139.250:5440,180
172.16.133.82:61228 -> 96.43.146.176:443,2107
98.139.134.187:80 -> 172.16.133.132:38735,2859
172.16.133.95:56906 -> 172.16.139.250:5440,180
173.194.75.147:80 -> 172.16.133.163:3507,60
172.16.133.92:57634 -> 172.16.139.250:5440,325
172.16.133.45:61312 -> 172.16.139.250:5440,60
172.16.133.29:60831 -> 172.16.139.250:5440,66
76.13.6.174:80 -> 172.16.133.132:50505,1081
172.16.133.45:60944 -> 96.43.146.176:443,8325
172.16.133.44:64713 -> 172.16.139.250:5440,66
172.16.133.207:55887 -> 172.16.139.250:5440,186
172.16.133.83:56600 -> 96.43.146.48:443,1414
172.16.133.83:57040 -> 172.16.139.250:5440,66
172.16.133.132:44410 -> 98.138.19.88:80,140
96.43.146.176:443 -> 172.16.133.114:55301,3316
172.16.133.93:60613 -> 172.16.139.250:5440,60
172.16.133.132:54720 -> 98.139.161.29:80,443
172.16.133.83:57037 -> 96.43.146.48:443,3287
172.16.133.55:57532 -> 172.16.139.250:5440,265
172.16.133.11:55096 -> 172.16.139.250:5440,60
216.52.242.80:80 -> 172.16.133.78:58715,9614
172.16.133.53:54053 -> 172.16.139.250:5440,325
172.16.133.21:53126 -> 172.16.139.250:5440,66
172.16.133.30:62564 -> 172.16.139.250:5440,66
96.43.146.48:443 -> 172.16.133.83:57041,3664
172.16.133.25:63360 -> 172.16.139.250:5440,60
172.16.133.34:50393 -> 172.16.139.250:5440,132
172.16.133.53:53647 -> 67.217.64.49:443,2087
96.43.146.48:443 -> 172.16.133.83:56600,1414
172.16.133.97:59323 -> 172.16.139.250:5440,331
98.139.240.23:80 -> 172.16.133.132:52433,60
172.16.133.132:52433 -> 98.139.240.23:80,60
172.16.133.78:59039 -> 67.69.196.147:80,66
172.16.133.78:59048 -> 8.27.243.253:80,126
172.16.133.78:59049 -> 8.27.243.253:80,126
98.139.161.29:80 -> 172.16.133.132:54720,66
172.16.133.83:57042 -> 96.43.146.48:443,4635
172.16.133.83:57041 -> 96.43.146.48:443,6300
172.16.133.83:57038 -> 96.43.146.48:443,7130
208.111.161.254:80 -> 172.16.133.28:65309,4383
172.16.133.28:65309 -> 208.111.161.254:80,60
172.16.133.114:55306 -> 96.43.146.176:443,126
172.16.133.28:65291 -> 208.111.161.254:80,198
172.16.133.78:55383 -> 96.43.146.176:443,1030
67.69.196.147:80 -> 172.16.133.78:59038,66
172.16.133.68:60675 -> 172.16.139.250:5440,186
96.43.146.176:443 -> 172.16.133.114:55303,309
172.16.133.12:59664 -> 172.16.139.250:5440,325
172.16.133.63:53830 -> 172.16.139.250:5440,325
96.43.146.176:443 -> 172.16.133.78:58984,1474
138.108.7.20:80 -> 172.16.133.78:59045,66
172.16.133.78:59045 -> 138.108.7.20:80,120
172.16.133.99:51685 -> 216.115.216.44:443,910
172.16.133.66:53803 -> 172.16.139.250:5440,120
96.43.146.48:443 -> 172.16.133.83:57037,1474
172.16.133.83:57039 -> 96.43.146.48:443,120
67.217.94.254:443 -> 172.16.133.53:53651,453
172.16.133.82:61275 -> 172.16.139.250:5440,60
96.43.146.176:443 -> 172.16.133.78:58985,1414
96.43.146.176:443 -> 172.16.133.78:58983,229
96.43.146.176:443 -> 172.16.133.114:55307,183
132.245.2.22:443 -> 172.16.133.66:53705,989
96.43.146.178:443 -> 172.16.133.45:61291,426
96.43.146.48:443 -> 172.16.133.83:57038,3661
96.43.146.48:443 -> 172.16.133.116:52399,89164
172.16.133.67:62086 -> 157.56.242.198:443,8991
96.43.146.48:443 -> 172.16.133.83:57042,2888
172.16.133.116:53166 -> 96.43.146.22:443,126
172.16.133.116:53170 -> 96.43.146.22:443,126
172.16.133.132:38740 -> 98.139.134.187:80,66
172.16.133.47:56535 -> 67.217.64.64:443,1170
172.16.133.132:50510 -> 76.13.6.174:80,132
172.16.133.47:56544 -> 72.21.195.34:80,60
68.64.5.249:443 -> 172.16.133.83:56980,60
96.43.146.176:443 -> 172.16.133.78:58982,4687
173.194.68.189:443 -> 172.16.133.29:53750,690
172.16.133.78:58982 -> 96.43.146.176:443,736
172.16.133.20:61675 -> 23.33.81.244:80,60
172.16.133.29:60832 -> 216.52.242.80:80,4228
96.43.146.22:443 -> 172.16.133.116:53170,243
96.43.146.22:443 -> 172.16.133.116:53169,243
172.16.133.28:65310 -> 8.27.243.253:80,60
172.16.133.28:65311 -> 8.27.243.253:80,858
172.16.133.28:65285 -> 8.27.243.253:80,180
172.16.133.116:53169 -> 96.43.146.22:443,97
96.43.146.178:443 -> 172.16.133.45:61310,7457
67.217.64.65:443 -> 172.16.133.49:54984,1638
172.16.133.116:53099 -> 96.43.146.22:443,1474
172.16.133.109:49151 -> 64.30.236.34:50024,1514
172.16.133.78:58983 -> 96.43.146.176:443,60
172.16.133.28:65312 -> 216.52.242.80:80,126
172.16.133.56:61357 -> 172.16.139.250:5440,397
172.16.133.66:53376 -> 96.43.146.22:443,2948
172.16.133.42:58770 -> 96.43.146.48:443,1276
172.16.133.109:49151 -> 4.69.134.154:50031,1514
172.16.133.75:50891 -> 172.16.139.250:5440,60
172.16.133.41:52747 -> 172.16.139.250:5440,180
8.27.243.253:80 -> 172.16.133.78:59048,60
96.43.146.176:443 -> 172.16.133.45:61284,4875
172.16.133.45:61284 -> 96.43.146.176:443,3921
172.16.133.85:52200 -> 172.16.139.250:5440,60
98.139.240.23:80 -> 172.16.133.132:52438,60
172.16.133.43:57717 -> 172.16.139.250:5440,325
172.16.133.92:55694 -> 216.115.217.210:443,2125
172.16.133.132:54725 -> 98.139.161.29:80,66
172.16.133.66:50012 -> 172.16.139.250:5447,552
172.16.133.28:65314 -> 208.111.161.254:80,66
172.16.133.13:52992 -> 172.16.139.250:5440,325
172.16.133.1:514 -> 172.16.133.6:514,20866
8.27.243.253:80 -> 172.16.133.28:65310,300
172.16.133.20:62330 -> 172.16.139.250:5440,331
172.16.133.132:52438 -> 98.139.240.23:80,60
96.43.146.50:443 -> 172.16.133.66:53390,120
65.31.30.198:23196 -> 172.16.133.25:62993,1558
204.232.250.57:443 -> 172.16.133.50:50697,60
172.16.133.99:55997 -> 172.16.139.250:5440,120
172.16.128.169:4033 -> 172.16.133.254:161,117
157.56.240.102:443 -> 172.16.133.99:52160,300
157.56.242.198:443 -> 172.16.133.68:49722,180
172.16.133.95:56908 -> 67.217.65.244:443,120
172.16.133.68:49723 -> 157.56.242.198:443,180
67.217.78.31:1853 -> 172.16.133.57:53807,1777
157.56.232.214:443 -> 172.16.133.44:49225,3079
172.16.133.116:53183 -> 172.16.139.250:5440,60
157.56.245.198:443 -> 172.16.133.33:49306,300
172.16.133.116:53184 -> 172.16.139.250:5440,60
64.56.203.22:443 -> 172.16.133.50:50683,60
172.16.133.33:49313 -> 157.56.245.198:443,120
98.139.134.187:80 -> 172.16.133.132:38745,74
172.16.133.132:38745 -> 98.139.134.187:80,132
172.16.133.35:49925 -> 172.16.139.250:5440,120
172.16.133.114:55308 -> 96.43.146.22:443,66
172.16.133.116:53185 -> 172.16.139.250:5440,120
172.16.133.84:58745 -> 172.16.139.250:5440,60
78.108.117.250:443 -> 172.16.133.51:57473,60
216.219.117.244:443 -> 172.16.133.51:57474,60
69.9.238.98:56159 -> 172.16.133.121:54742,209
8.27.243.253:80 -> 172.16.133.28:65284,2958
172.16.133.114:55314 -> 96.43.146.22:443,143
172.16.133.24:57687 -> 216.219.120.244:443,60
172.16.133.114:55315 -> 96.43.146.22:443,66
172.16.133.49:55721 -> 172.16.139.250:5440,60
172.16.133.116:52399 -> 96.43.146.48:443,70631
172.16.133.34:50384 -> 172.16.128.169:8014,62
172.16.133.114:55311 -> 96.43.146.22:443,325
172.16.128.233:55214 -> 172.16.133.233:22,954
216.52.242.80:80 -> 172.16.133.29:60832,2914
172.16.133.78:56986 -> 74.125.226.77:80,1212
172.16.133.132:54730 -> 98.139.161.29:80,509
172.16.133.95:56910 -> 172.16.139.250:5440,60
67.217.64.49:443 -> 172.16.133.60:62041,1911
172.16.133.132:50515 -> 76.13.6.174:80,66
172.16.133.95:56909 -> 216.115.212.254:443,60
172.16.133.92:57635 -> 172.16.139.250:5440,265
172.16.133.29:60833 -> 172.16.139.250:5440,60
172.16.133.44:64714 -> 172.16.139.250:5440,60
172.16.133.132:52442 -> 98.139.240.23:80,74
172.16.133.67:62087 -> 157.56.242.198:443,420
96.43.146.48:443 -> 172.16.133.116:52398,106693
172.16.133.233:7 -> 172.16.125.220:61932,60
172.16.133.116:52398 -> 96.43.146.48:443,77182
96.43.146.176:443 -> 172.16.133.116:53186,47505
172.16.128.169:8014 -> 172.16.133.46:64540,62
172.16.133.83:57044 -> 172.16.139.250:5440,120
172.16.133.207:55888 -> 172.16.139.250:5440,265
172.16.128.169:8014 -> 172.16.133.60:62128,182
172.16.133.233:17000 -> 172.16.125.220:63727,2130
172.16.133.93:60614 -> 172.16.139.250:5440,66
98.139.240.23:80 -> 172.16.133.132:52442,60
172.16.125.220:63727 -> 172.16.133.233:17000,1562
172.16.133.92:55696 -> 216.219.115.163:443,3173
172.16.133.30:62565 -> 172.16.139.250:5440,120
172.16.133.21:53127 -> 172.16.139.250:5440,120
98.138.19.88:80 -> 172.16.133.132:44421,140
172.16.133.25:63361 -> 172.16.139.250:5440,120
172.16.128.169:8014 -> 172.16.133.34:50384,1076
172.16.133.53:54054 -> 172.16.139.250:5440,60
172.16.133.34:50394 -> 172.16.139.250:5440,186
23.15.129.86:80 -> 172.16.133.41:52666,1514
172.16.133.97:59324 -> 172.16.139.250:5440,596
172.16.125.220:61345 -> 172.16.133.233:17000,1712
172.16.133.233:17000 -> 172.16.125.220:61345,2568
172.16.133.114:55317 -> 96.43.146.22:443,60
172.16.133.114:55316 -> 96.43.146.22:443,424
172.16.133.132:44421 -> 98.138.19.88:80,66
172.16.133.33:57834 -> 172.16.139.250:5440,60
172.16.133.68:60676 -> 172.16.139.250:5440,186
172.16.133.18:60377 -> 108.59.243.202:54206,106
172.16.133.20:62238 -> 173.194.43.39:80,60
172.16.133.132:38750 -> 98.139.134.187:80,472
8.27.243.253:80 -> 172.16.133.28:65286,2169
172.16.133.28:65286 -> 8.27.243.253:80,858
172.16.133.63:53831 -> 172.16.139.250:5440,60
172.16.133.66:53804 -> 172.16.139.250:5440,331
172.16.133.37:60560 -> 172.16.139.250:5440,60
172.16.133.132:50789 -> 172.16.128.202:53,85
216.52.242.80:80 -> 172.16.133.83:57043,753
98.139.134.187:80 -> 172.16.133.132:38750,2859
172.16.133.67:51312 -> 216.219.115.17:443,617
172.16.133.67:51314 -> 216.219.115.54:443,645
172.16.133.12:59667 -> 96.43.146.22:443,351
172.16.133.12:59670 -> 96.43.146.22:443,66
172.16.133.12:59671 -> 96.43.146.22:443,126
172.16.133.132:50520 -> 76.13.6.174:80,66
172.16.133.12:59676 -> 96.43.146.48:443,66
96.43.146.22:443 -> 172.16.133.12:59673,66
96.43.146.22:443 -> 172.16.133.12:59672,126
96.43.146.22:443 -> 172.16.133.12:59669,309
172.16.133.12:59672 -> 96.43.146.22:443,283
172.16.133.78:59054 -> 172.16.139.250:5440,325
172.16.133.29:59842 -> 173.194.43.54:443,1656
172.16.133.114:55313 -> 96.43.146.22:443,1143
76.13.6.174:80 -> 172.16.133.132:50520,66
96.43.146.22:443 -> 172.16.133.12:59671,243
172.16.133.67:55933 -> 172.16.139.250:5440,385
216.115.209.97:443 -> 172.16.133.67:51321,393
172.16.133.132:52447 -> 98.139.240.23:80,60
96.43.146.48:443 -> 172.16.133.12:59674,5737
172.16.133.56:61358 -> 172.16.139.250:5440,60
208.47.254.83:80 -> 172.16.133.78:58759,60
96.43.146.50:443 -> 172.16.133.12:59668,120
172.16.133.42:57021 -> 172.16.139.250:5440,60
96.43.146.22:443 -> 172.16.133.29:60644,60
172.16.133.75:50892 -> 172.16.139.250:5440,331
172.16.133.41:52748 -> 172.16.139.250:5440,60
172.16.133.20:62237 -> 173.194.43.46:80,142
173.194.43.46:80 -> 172.16.133.20:62237,66
172.16.133.43:57718 -> 172.16.139.250:5440,60
172.16.133.18:50126 -> 157.56.238.6:443,6397
172.16.133.13:52993 -> 172.16.139.250:5440,126
204.14.235.124:443 -> 172.16.133.75:50707,120
172.16.133.20:62244 -> 173.194.43.38:80,180
172.16.133.20:62331 -> 172.16.139.250:5440,391
172.16.133.28:65318 -> 172.16.139.250:5440,265
67.217.64.54:443 -> 172.16.133.60:62040,1095
172.16.133.18:60377 -> 108.59.243.202:54212,106
172.16.128.169:4068 -> 172.16.133.252:161,117
172.16.133.242:161 -> 172.16.128.169:4066,123
172.16.133.99:55998 -> 172.16.139.250:5440,60
172.16.133.18:60377 -> 74.3.237.146:54216,106
173.194.43.38:80 -> 172.16.133.20:62244,132
172.16.133.254:161 -> 172.16.128.169:4098,130
172.16.133.87:60134 -> 172.16.139.250:5440,60
172.16.133.116:53187 -> 172.16.139.250:5440,265
172.16.128.201:2966 -> 172.16.133.6:135,60
172.16.133.6:135 -> 172.16.128.201:2968,60
172.16.133.35:49926 -> 172.16.139.250:5440,325
172.16.133.116:53188 -> 172.16.139.250:5440,60
172.16.133.116:53189 -> 172.16.139.250:5440,325
172.16.133.33:49306 -> 157.56.245.198:443,5030
67.217.94.254:443 -> 172.16.133.114:55276,573
172.16.133.84:58746 -> 172.16.139.250:5440,60
68.67.159.147:80 -> 172.16.133.41:52696,60
172.16.128.201:2975 -> 172.16.133.6:1179,60
172.16.133.49:55722 -> 172.16.139.250:5440,385
172.16.133.116:59016 -> 172.16.139.250:5447,420
172.16.133.95:56912 -> 172.16.139.250:5440,60
157.56.232.214:443 -> 172.16.133.44:49224,240
216.115.208.203:443 -> 172.16.133.207:55625,120
172.16.133.29:60834 -> 172.16.139.250:5440,126
172.16.133.44:64715 -> 172.16.139.250:5440,126
172.16.133.207:55889 -> 172.16.139.250:5440,120
172.16.133.113:55591 -> 172.16.139.250:135,60
172.16.133.11:55098 -> 172.16.139.250:5440,126
172.16.133.26:52834 -> 96.43.146.176:443,60
172.16.133.44:49225 -> 157.56.232.214:443,120
172.16.133.21:53128 -> 172.16.139.250:5440,186
172.16.133.30:62567 -> 172.16.139.250:5440,120
96.242.17.13:60086 -> 172.16.133.78:59001,953
172.16.133.25:63362 -> 172.16.139.250:5440,60
172.16.133.97:59325 -> 172.16.139.250:5440,180
172.16.133.34:50395 -> 172.16.139.250:5440,60
67.217.65.49:443 -> 172.16.133.53:53644,1729
96.43.146.22:443 -> 172.16.133.116:53099,197
172.16.133.29:60836 -> 206.33.41.253:80,494
206.33.41.253:80 -> 172.16.133.29:60839,66
172.16.133.29:60837 -> 206.33.41.253:80,60
206.33.41.253:80 -> 172.16.133.29:60836,60
206.33.41.253:80 -> 172.16.133.29:60837,1417
67.217.64.97:443 -> 172.16.133.57:59185,846
172.16.133.33:57835 -> 172.16.139.250:5440,265
172.16.133.68:60677 -> 172.16.139.250:5440,60
64.74.80.15:443 -> 172.16.133.99:51683,728
172.16.133.37:60561 -> 172.16.139.250:5440,60
157.56.236.102:443 -> 172.16.133.96:52697,551
172.16.133.109:49151 -> 68.87.152.185:50314,1506
172.16.133.33:49246 -> 172.16.139.250:5500,8572
172.16.133.99:52160 -> 157.56.240.102:443,1836
172.16.133.33:53877 -> 96.43.146.176:443,5584
129.64.197.158:57824 -> 172.16.133.25:59900,1430
172.16.133.99:52161 -> 157.56.240.102:443,60
96.43.146.176:443 -> 172.16.133.33:57493,13281
157.56.245.198:443 -> 172.16.133.33:49313,4724
172.16.133.121:56483 -> 173.194.75.104:443,4280
173.194.75.104:443 -> 172.16.133.121:56483,9307
172.16.133.67:55934 -> 172.16.139.250:5440,60
172.16.133.56:61359 -> 172.16.139.250:5440,120
172.16.133.113:55592 -> 172.16.139.250:5462,60
172.16.133.39:62820 -> 216.115.209.97:443,271
172.16.133.42:57022 -> 172.16.139.250:5440,60
172.16.133.6:57613 -> 8.8.8.8:53,84
172.16.133.75:50893 -> 172.16.139.250:5440,265
172.16.133.41:52749 -> 172.16.139.250:5440,60
8.8.8.8:53 -> 172.16.133.6:57613,133
172.16.133.43:57719 -> 172.16.139.250:5440,331
68.64.28.164:8200 -> 172.16.133.118:56497,4992
172.16.133.12:63233 -> 172.16.139.250:5447,280
172.16.133.87:65355 -> 184.73.235.12:5222,182
172.16.133.20:62332 -> 172.16.139.250:5440,180
172.16.133.25:59777 -> 67.244.23.29:19730,359
172.16.133.28:65319 -> 172.16.139.250:5440,265
172.16.133.13:52994 -> 172.16.139.250:5440,60
172.16.133.87:60135 -> 172.16.139.250:5440,325
216.137.33.105:443 -> 172.16.133.87:60099,60
172.16.133.87:60097 -> 216.137.33.105:443,60
216.219.115.183:443 -> 172.16.133.57:59183,1311
96.43.146.176:443 -> 172.16.133.33:53877,9310
172.16.133.33:57493 -> 96.43.146.176:443,9031
172.16.133.99:55999 -> 172.16.139.250:5440,60
172.16.133.35:49927 -> 172.16.139.250:5440,325
172.16.133.116:53190 -> 172.16.139.250:5440,60
172.16.133.116:53191 -> 172.16.139.250:5440,325
96.43.146.22:443 -> 172.16.133.92:57516,120
172.16.133.121:56454 -> 96.43.146.22:443,1414
172.16.133.25:63052 -> 97.89.18.110:59737,626
172.16.133.95:56914 -> 172.16.139.250:5440,60
172.16.133.92:57637 -> 172.16.139.250:5440,60
172.16.133.121:56489 -> 173.194.43.44:443,60
172.16.133.29:60840 -> 172.16.139.250:5440,60
172.16.133.44:64716 -> 172.16.139.250:5440,120
74.125.226.207:443 -> 172.16.133.121:56488,1484
172.16.133.121:56486 -> 74.125.226.193:443,348
172.16.133.207:55890 -> 172.16.139.250:5440,186
173.194.43.3:443 -> 172.16.133.121:56487,280
172.16.133.95:56915 -> 216.115.212.254:443,60
172.16.133.45:54683 -> 173.194.43.21:443,9559
172.16.133.93:60616 -> 172.16.139.250:5440,60
172.16.133.55:57535 -> 172.16.139.250:5440,391
157.56.234.118:443 -> 172.16.133.37:59832,300
172.16.133.73:60525 -> 172.16.139.250:5440,325
172.16.133.53:54056 -> 172.16.139.250:5440,60
132.245.2.22:443 -> 172.16.133.36:64968,92
172.16.133.30:62568 -> 172.16.139.250:5440,60
172.16.133.21:53129 -> 172.16.139.250:5440,265
172.16.133.121:56490 -> 173.194.43.54:443,10534
172.16.133.34:50396 -> 172.16.139.250:5440,325
172.16.133.25:63366 -> 173.194.43.42:443,126
173.194.43.6:443 -> 172.16.133.25:63365,1246
172.16.133.25:63368 -> 74.125.226.207:443,120
8.8.8.8:53 -> 172.16.133.6:51160,253
96.43.146.48:443 -> 172.16.133.33:57836,692
172.16.133.44:49224 -> 157.56.232.214:443,2270
172.16.133.33:57837 -> 172.16.139.250:5440,60
216.137.33.105:443 -> 172.16.133.87:60097,60
172.16.133.68:60679 -> 172.16.139.250:5440,530
172.16.133.12:59679 -> 172.16.139.250:5440,240
172.16.133.63:53834 -> 172.16.139.250:5440,325
172.16.133.60:62103 -> 173.194.43.9:80,60
172.16.133.21:53130 -> 172.16.139.250:5440,265
172.16.133.21:63870 -> 96.43.146.48:443,15406
172.16.133.60:62128 -> 172.16.128.169:8014,744
172.16.133.21:63839 -> 96.43.146.48:443,6099
157.56.240.102:443 -> 172.16.133.99:52161,3219
173.194.75.99:80 -> 172.16.133.60:62073,126
172.16.133.67:55935 -> 172.16.139.250:5440,120
184.73.225.104:443 -> 172.16.133.44:64726,1718
172.16.133.56:61360 -> 172.16.139.250:5440,60
157.56.238.6:443 -> 172.16.133.21:51051,99
172.16.133.42:57023 -> 172.16.139.250:5440,120
172.16.133.93:60419 -> 23.21.114.119:80,60
172.16.133.75:50894 -> 172.16.139.250:5440,265
172.16.133.41:52750 -> 172.16.139.250:5440,60
172.16.133.13:52118 -> 96.43.146.22:443,60
173.194.43.57:80 -> 172.16.133.78:58528,60
172.16.133.13:52995 -> 172.16.139.250:5440,126
172.16.133.118:56739 -> 216.115.208.199:443,2055
74.125.226.213:443 -> 172.16.133.40:65404,342
172.16.133.29:60771 -> 208.111.160.6:80,60
64.74.80.187:443 -> 172.16.133.95:56907,60
172.16.133.20:62333 -> 172.16.139.250:5440,60
172.16.133.95:56907 -> 64.74.80.187:443,60
172.16.128.169:4178 -> 172.16.133.254:161,117
172.16.133.28:65320 -> 172.16.139.250:5440,60
172.16.133.69:50747 -> 64.94.18.131:80,60
172.16.133.35:49928 -> 172.16.139.250:5440,397
172.16.133.116:53194 -> 172.16.139.250:5440,265
172.16.133.116:53195 -> 172.16.139.250:5440,126
172.16.133.116:53196 -> 172.16.139.250:5440,325
